"elevation","occ","ph20","slope","wetness_index","X","Y","mg"
1696,18,59,3,107,34.7797366189845,0.817285052363563,314
1736,16,59,4,103,34.8901532854744,0.817285052363563,234
1736,16,59,4,103,34.8943199521344,0.817285052363563,254
1469,16,59,10,96,34.4443199528547,0.815201719033563,322
1973,43,59,48,72,34.5318199527146,0.815201719033563,436
1891,36,59,19,78,34.5380699527046,0.815201719033563,434
2050,38,59,12,87,34.5839032859646,0.815201719033563,372
1560,17,58,8,88,34.4568199528346,0.813118385703563,329
1683,17,59,4,109,34.7818199523145,0.813118385703563,319
1756,15,59,3,103,34.8672366188445,0.813118385703563,222
1810,16,60,3,107,35.0651532851944,0.813118385703563,267
1697,21,58,4,106,34.7464032857045,0.808951719043563,301
1726,15,60,4,106,34.8568199521945,0.808951719043563,236
1716,21,58,1,109,34.7339032857245,0.806868385713563,296
1407,19,58,7,101,34.4359866195347,0.804785052383563,288
1639,24,58,6,93,34.6026532859346,0.804785052383563,427
1801,21,61,4,109,35.0318199519144,0.804785052383563,278
1676,22,60,5,104,34.7818199523145,0.802701719053563,332
1814,16,60,2,110,35.0797366185043,0.802701719053563,295
1702,19,59,4,105,34.8297366189045,0.800618385723563,265
1702,19,59,4,105,34.8359866188945,0.800618385723563,298
1776,19,60,3,107,35.0380699519044,0.800618385723563,284
1656,26,57,6,90,34.6193199525746,0.798535052393563,348
1708,20,58,4,106,34.7339032857245,0.798535052393563,281
1684,20,59,4,110,34.7568199523545,0.796451719063563,309
1520,17,60,6,98,34.4526532861747,0.794368385733563,254
1715,21,58,3,106,34.7068199524345,0.794368385733563,273
1708,20,60,2,103,34.9797366186644,0.794368385733563,313
1438,13,59,4,106,34.4255699528847,0.792285052403563,271
1626,24,57,4,91,34.5214032860646,0.792285052403563,328
1688,21,60,5,102,34.9276532854144,0.792285052403563,248
1824,17,62,2,113,35.0401532852344,0.790201719073563,296
1789,18,63,3,110,35.1068199517943,0.790201719073563,346
1717,17,60,4,101,34.8464032855445,0.786035052413563,243
1691,20,60,1,104,34.9630699520244,0.786035052413563,277
1680,20,59,5,102,34.7359866190545,0.783951719083563,282
1684,17,59,5,101,34.8547366188645,0.783951719083563,255
1756,16,61,4,106,35.0630699518644,0.783951719083563,294
1592,16,58,4,99,34.6568199525146,0.781868385753563,283
1694,21,60,5,102,34.9026532854544,0.781868385753563,256
1627,17,58,5,98,34.5172366194046,0.775618385763563,286
1667,29,57,8,81,34.5484866193546,0.775618385763563,299
1656,18,60,2,106,34.7776532856545,0.775618385763563,232
1589,14,57,5,105,34.6297366192246,0.773535052433563,224
1728,16,59,2,107,34.9734866186744,0.773535052433563,282
1738,14,57,4,99,35.0005699519644,0.773535052433563,269
1862,22,60,4,104,35.1234866184343,0.773535052433563,343
1797,18,58,3,105,35.0859866184943,0.771451719103563,287
1671,19,58,5,109,34.7339032857245,0.769368385773563,291
1738,14,57,4,99,34.9984866186344,0.769368385773563,255
1738,14,57,4,99,35.0026532852944,0.769368385773563,276
1791,19,57,3,103,35.0443199518944,0.769368385773563,267
1671,19,58,5,109,34.7318199523945,0.767285052443563,296
1869,19,58,1,113,35.1380699517443,0.767285052443563,366
1645,22,57,4,96,34.5609866193346,0.763118385783563,324
1660,20,59,4,111,34.7401532857145,0.763118385783563,295
1744,21,60,3,104,35.0484866185544,0.763118385783563,291
1675,25,56,7,91,34.6026532859346,0.761035052453563,277
1660,20,59,4,111,34.7380699523845,0.761035052453563,294
1678,22,60,3,106,34.9547366187044,0.761035052453563,283
1734,14,57,6,96,35.0047366186244,0.761035052453563,266
1473,15,60,6,103,34.4609866194946,0.758951719123563,304
1895,20,58,5,108,35.1234866184343,0.758951719123563,389
1683,19,58,4,109,34.7901532856345,0.756868385793563,200
1640,22,62,4,107,34.9422366187244,0.756868385793563,291
1759,20,59,8,104,35.0693199518544,0.756868385793563,304
1523,17,58,10,99,34.4922366194446,0.754785052463563,271
1642,19,57,6,95,34.6005699526046,0.754785052463563,259
1663,22,59,4,109,34.7818199523145,0.754785052463563,211
1683,20,60,4,101,35.0026532852944,0.754785052463563,281
1424,12,59,7,97,34.4589032861646,0.752701719133563,316
1918,20,58,2,117,35.1318199517543,0.752701719133563,383
1652,20,56,20,85,34.5318199527146,0.750618385803563,268
1642,19,57,6,95,34.6026532859346,0.750618385803563,239
1610,15,59,5,108,34.8234866189145,0.748535052473563,256
1615,17,58,1,105,34.6068199525946,0.746451719143563,232
1631,15,60,4,109,34.8318199522345,0.746451719143563,250
1679,19,59,3,101,35.0026532852944,0.746451719143563,292
1912,22,60,2,115,35.1276532850943,0.746451719143563,369
1413,13,60,7,104,34.4422366195247,0.744368385813563,305
1622,20,58,1,112,34.7651532856745,0.744368385813563,263
1676,18,57,5,99,35.0339032852444,0.744368385813563,318
1469,15,58,8,98,34.4734866194746,0.742285052483563,302
1649,19,59,2,112,34.8068199522745,0.742285052483563,192
1648,22,61,5,100,34.9651532853544,0.742285052483563,314
1586,15,56,3,100,34.5943199526146,0.740201719153563,297
1678,20,58,3,111,34.7505699523645,0.740201719153563,195
1669,16,60,4,109,34.8484866188745,0.740201719153563,213
1610,16,59,4,113,34.7818199523145,0.738118385823563,260
1631,19,61,1,103,34.9297366187444,0.738118385823563,339
1673,23,60,5,98,35.0005699519644,0.738118385823563,320
1474,15,58,5,95,34.4797366194646,0.736035052493563,240
1692,22,60,7,97,34.9568199520344,0.736035052493563,293
1680,18,58,7,100,35.0234866185944,0.736035052493563,326
1391,12,60,5,107,34.4401532861947,0.733951719163563,266
1624,15,60,3,110,34.8151532855945,0.733951719163563,239
1572,15,57,3,108,34.6984866191145,0.727701719173563,210
1724,15,59,5,100,34.9047366187844,0.727701719173563,238
1875,18,59,3,111,35.1068199517943,0.727701719173563,388
1634,17,60,1,103,34.9234866187544,0.725618385843563,330
1702,21,60,6,95,34.9526532853744,0.723535052513563,323
1536,16,58,5,114,34.6609866191746,0.721451719183563,259
1670,22,59,3,118,34.7776532856545,0.721451719183563,218
1656,21,59,4,111,34.7984866189545,0.721451719183563,190
1856,33,59,7,99,35.0464032852244,0.721451719183563,293
1884,23,61,2,107,35.0547366185444,0.721451719183563,315
1365,17,60,1,101,34.4484866195147,0.719368385853563,373
1814,27,61,10,95,34.9901532853144,0.719368385853563,315
1709,15,60,4,98,34.9089032854444,0.717285052523563,242
1567,17,57,3,117,34.6255699525646,0.715201719193563,167
1626,15,57,4,103,34.7193199524145,0.715201719193563,227
1490,14,58,6,94,34.5318199527146,0.713118385863563,221
1577,15,59,2,106,34.5943199526146,0.713118385863563,199
1567,17,57,3,117,34.6276532858946,0.713118385863563,176
1534,15,58,5,102,34.7026532857745,0.713118385863563,243
1671,15,61,3,102,34.8672366188445,0.713118385863563,234
1684,15,59,7,97,34.8984866187944,0.713118385863563,256
1781,29,60,11,96,34.9693199520144,0.713118385863563,311
1516,13,58,8,95,34.5109866194146,0.711035052533563,177
1678,18,58,1,118,34.7880699523045,0.711035052533563,203
1828,23,61,3,104,34.9714032853444,0.708951719203563,324
1412,11,59,3,100,34.4839032861246,0.706868385873563,265
1677,20,60,5,102,34.9172366187644,0.706868385873563,259
1627,15,58,3,109,34.7443199523745,0.704785052543563,231
1837,22,59,3,105,35.0005699519644,0.704785052543563,339
1503,14,58,11,94,34.5547366193446,0.702701719213564,209
1654,18,58,4,111,34.7984866189545,0.702701719213564,215
1653,15,60,2,101,34.8839032854844,0.702701719213564,276
1813,32,57,9,97,35.0380699519044,0.702701719213564,354
1405,11,59,3,111,34.4609866194946,0.700618385883564,241
1638,21,61,4,101,34.9255699520844,0.700618385883564,336
1896,20,57,2,116,35.0672366185244,0.700618385883564,322
1455,13,59,5,96,34.5443199526946,0.698535052553564,219
1659,16,57,1,114,34.7526532856945,0.698535052553564,204
1627,18,61,4,102,34.8984866187944,0.698535052553564,253
1877,21,58,2,111,35.0526532852144,0.698535052553564,433
1585,15,59,3,107,34.8255699522445,0.696451719223564,245
1540,18,58,3,113,34.6339032858846,0.694368385893564,206
1662,17,57,1,111,34.7672366190045,0.694368385893564,198
1455,13,59,5,96,34.5380699527046,0.692285052563564,191
1497,14,58,7,95,34.5526532860146,0.692285052563564,204
1626,19,58,2,106,34.8130699522645,0.690201719233564,181
1638,14,60,2,108,34.8464032855445,0.690201719233564,267
1632,14,60,4,101,34.8776532854944,0.690201719233564,277
1868,17,57,3,113,35.0214032852644,0.690201719233564,359
1445,12,58,6,101,34.5109866194146,0.688118385903564,179
1518,16,57,5,110,34.6755699524845,0.688118385903564,208
1955,18,58,1,125,35.1422366184043,0.688118385903564,420
1396,9,59,3,113,34.4755699528046,0.686035052573564,307
1678,16,59,5,98,34.9401532853944,0.686035052573564,257
1880,19,58,2,111,35.0318199519144,0.686035052573564,385
1506,17,58,3,112,34.6672366191645,0.683951719243564,308
1831,22,60,3,103,34.9776532853344,0.683951719243564,353
1868,20,58,2,114,35.0422366185644,0.683951719243564,347
1510,17,58,3,109,34.6630699525046,0.681868385913564,206
1526,16,56,2,112,34.6797366191445,0.681868385913564,206
1853,22,59,7,108,35.0047366186244,0.681868385913564,391
1554,15,60,3,100,34.5380699527046,0.679785052583564,222
1540,18,56,4,104,34.5651532859946,0.679785052583564,225
1632,15,58,3,111,34.7797366189845,0.679785052583564,192
1643,15,58,1,112,34.8109866189345,0.679785052583564,211
1568,16,60,3,105,34.5464032860246,0.677701719253564,207
1550,18,59,4,101,34.5547366193446,0.677701719253564,210
1586,17,56,3,119,34.5797366193046,0.677701719253564,212
1560,18,57,2,112,34.6339032858846,0.677701719253564,169
1627,18,57,3,107,34.7672366190045,0.677701719253564,248
1597,16,60,4,104,34.8380699522245,0.675618385923564,272
1597,16,60,4,104,34.8401532855545,0.675618385923564,279
1593,15,61,3,104,34.8818199521544,0.675618385923564,272
1676,19,58,4,97,34.9401532853944,0.675618385923564,293
1861,17,58,1,111,35.0318199519144,0.675618385923564,360
1499,17,58,2,112,34.7005699524445,0.673535052593564,230
1626,20,58,3,104,34.7630699523445,0.673535052593564,221
1918,22,61,1,120,35.1109866184543,0.673535052593564,430
1537,17,58,4,102,34.5630699526646,0.671451719263564,214
1525,18,58,4,108,34.6109866192546,0.671451719263564,181
1637,14,58,2,108,34.8109866189345,0.669368385933564,224
1593,17,58,6,101,34.8276532855745,0.669368385933564,276
1654,17,56,3,103,34.8901532854744,0.669368385933564,234
1651,17,56,4,103,34.9089032854444,0.669368385933564,336
1656,18,55,3,103,34.9234866187544,0.669368385933564,337
1859,21,57,3,110,35.0234866185944,0.669368385933564,306
1937,20,58,3,121,35.1401532850743,0.667285052603564,435
1509,16,57,2,115,34.6943199524545,0.665201719273564,211
1637,20,56,5,100,34.8880699521444,0.663118385943564,286
1505,19,59,4,99,34.5359866193746,0.661035052613564,250
1501,17,59,5,99,34.5526532860146,0.661035052613564,215
1547,18,58,4,97,34.7401532857145,0.661035052613564,220
1851,20,57,4,106,35.0276532852544,0.661035052613564,341
1885,23,59,2,116,35.0734866185144,0.661035052613564,400
1928,20,59,2,117,35.1234866184343,0.661035052613564,426
1517,16,58,4,102,34.6151532859146,0.656868385953564,188
1617,14,59,5,100,34.8734866188344,0.656868385953564,268
1712,20,58,5,96,34.9693199520144,0.654785052623564,289
1303,15,54,7,99,34.4047366195847,0.652701719293564,378
1531,17,57,1,110,34.6422366192046,0.652701719293564,174
1618,22,56,4,99,34.8943199521344,0.652701719293564,287
1871,23,57,2,109,35.0318199519144,0.652701719293564,333
1896,20,59,4,112,35.1172366184443,0.652701719293564,377
1423,12,57,6,97,34.5005699527646,0.650618385963564,263
1494,16,56,4,112,34.6651532858345,0.650618385963564,193
1675,18,60,5,100,34.9151532854344,0.650618385963564,284
1885,18,57,2,116,35.0464032852244,0.650618385963564,357
1887,23,57,3,114,35.0693199518544,0.650618385963564,370
1519,14,58,6,99,34.5089032860846,0.648535052633564,195
1645,17,58,4,101,34.7734866189945,0.648535052633564,202
1610,18,54,7,94,34.5589032860046,0.646451719303564,224
1544,18,57,10,94,34.7464032857045,0.646451719303564,224
1537,16,60,5,103,34.8401532855545,0.646451719303564,268
1340,11,56,4,108,34.4380699528647,0.644368385973564,244
1490,15,56,6,97,34.5401532860346,0.644368385973564,241
1544,18,57,10,94,34.7526532856945,0.644368385973564,215
1497,17,57,2,111,34.6922366191245,0.642285052643564,217
1794,23,60,0,101,35.0089032852844,0.640201719313564,319
1885,16,59,3,101,35.0589032852044,0.640201719313564,319
1465,17,56,2,101,34.5401532860346,0.638118385983564,256
1459,16,58,2,104,34.7214032857445,0.638118385983564,297
1577,13,58,3,107,34.8089032856045,0.638118385983564,251
1611,17,54,5,96,34.5693199526546,0.636035052653564,196
1532,18,56,3,103,34.5984866192746,0.636035052653564,167
1456,17,59,1,109,34.7172366190845,0.636035052653564,285
1590,16,58,2,106,34.8151532855945,0.636035052653564,228
1353,10,57,1,118,34.4443199528547,0.633951719323564,251
1487,17,58,2,116,34.6964032857845,0.633951719323564,210
1645,17,57,6,98,34.7755699523245,0.633951719323564,204
1661,19,56,5,96,34.7734866189945,0.631868385993564,200
1581,14,58,2,109,34.8130699522645,0.631868385993564,233
1828,22,60,4,104,35.0172366186044,0.631868385993564,368
1556,15,59,8,102,34.8339032855645,0.629785052663564,305
1852,18,59,5,105,35.0234866185944,0.629785052663564,374
1523,18,57,6,94,34.7568199523545,0.623535052673564,218
1678,15,57,6,98,34.9005699521244,0.623535052673564,249
1685,17,59,6,95,34.9047366187844,0.623535052673564,252
1683,17,59,3,96,34.9130699521044,0.623535052673564,278
1475,17,56,4,102,34.6026532859346,0.621451719343564,201
1326,9,58,3,111,34.3880699529447,0.619368386013564,209
1493,15,57,4,97,34.5651532859946,0.619368386013564,161
1507,18,58,3,106,34.6214032859046,0.619368386013564,169
1565,15,57,3,101,34.8026532856145,0.617285052683564,240
1682,18,58,9,89,34.8818199521544,0.617285052683564,238
1486,15,59,4,100,34.5693199526546,0.615201719353564,172
1463,16,57,5,101,34.5880699526246,0.613118386023564,180
1636,18,56,8,99,34.7797366189845,0.613118386023564,187
1730,21,58,7,98,34.9401532853944,0.613118386023564,270
1300,11,58,2,114,34.4047366195847,0.611035052693564,215
1301,9,58,3,109,34.4422366195247,0.608951719363564,313
1443,19,56,4,102,34.5672366193246,0.606868386033564,172
1453,16,56,4,103,34.5964032859446,0.606868386033564,190
1483,16,58,3,111,34.6464032858646,0.606868386033564,201
1565,16,59,2,106,34.8276532855745,0.606868386033564,212
1466,16,58,2,112,34.7193199524145,0.604785052703564,237
1494,16,58,4,108,34.7464032857045,0.604785052703564,208
1296,10,56,3,112,34.4443199528547,0.600618386043564,288
1443,15,61,3,111,34.6901532857945,0.600618386043564,260
1576,16,58,6,102,34.8505699522045,0.598535052713564,244
1623,16,58,5,93,34.8859866188144,0.598535052713564,261
1677,18,58,12,88,34.8880699521444,0.598535052713564,255
1281,10,58,2,115,34.3964032862647,0.596451719383564,269
1294,12,58,1,107,34.4547366195047,0.596451719383564,328
1480,17,57,2,110,34.6484866191946,0.596451719383564,190
1458,16,58,1,113,34.7172366190845,0.596451719383564,233
1398,16,54,8,95,34.5193199527346,0.594368386053564,217
1768,21,59,3,93,34.9172366187644,0.594368386053564,257
1355,14,55,5,100,34.5089032860846,0.592285052723564,273
1280,11,56,3,110,34.4318199528747,0.590201719393564,272
1461,15,56,4,111,34.6526532858546,0.588118386063564,182
1435,20,60,1,113,34.6859866191345,0.588118386063564,273
1292,11,57,2,118,34.4214032862247,0.586035052733564,246
1308,13,56,3,110,34.4734866194746,0.583951719403564,226
1455,15,57,2,115,34.7026532857745,0.583951719403564,243
1455,17,56,3,112,34.6630699525046,0.581868386073564,204
1432,17,61,0,113,34.6839032858045,0.581868386073564,249
1588,13,59,4,97,34.8734866188344,0.581868386073564,261
1270,13,58,2,117,34.3901532862747,0.577701719413564,268
1276,12,58,2,110,34.4443199528547,0.577701719413564,297
1464,16,58,2,102,34.7776532856545,0.577701719413564,242
1480,18,58,3,110,34.6318199525546,0.575618386083564,168
1270,12,59,2,116,34.4047366195847,0.573535052753564,262
1288,15,56,2,111,34.4568199528346,0.569368386093564,246
1482,16,57,1,117,34.7109866190945,0.569368386093564,193
1497,17,59,4,95,34.8130699522645,0.569368386093564,223
1571,17,58,4,93,34.8484866188745,0.569368386093564,242
1417,19,55,3,108,34.5755699526446,0.567285052763564,186
1489,15,58,1,109,34.7568199523545,0.567285052763564,187
1459,17,57,3,111,34.6630699525046,0.565201719433564,203
1420,16,54,2,105,34.5484866193546,0.563118386103564,176
1499,15,59,2,110,34.8089032856045,0.561035052773564,201
1475,16,56,3,111,34.6630699525046,0.558951719443564,203
1425,17,56,3,114,34.5859866192946,0.554785052783564,187
1474,15,56,3,111,34.6630699525046,0.550618386123564,192
1431,19,56,2,113,34.6859866191345,0.550618386123564,260
1489,17,57,3,111,34.7443199523745,0.550618386123564,171
1339,16,55,4,104,34.4984866194346,0.546451719463564,222
1442,15,58,5,105,34.7651532856745,0.546451719463564,207
1329,18,56,3,104,34.4880699527846,0.544368386133564,244
1442,19,53,4,106,34.5964032859446,0.531868386153564,192
1483,15,58,1,112,34.7797366189845,0.531868386153564,199
1272,13,56,2,113,34.4193199528947,0.525618386163564,272
1410,16,54,3,103,34.5526532860146,0.525618386163564,154
1463,13,57,2,109,34.7734866189945,0.525618386163564,210
1438,17,53,4,105,34.6318199525546,0.523535052833564,180
1272,13,56,2,113,34.4193199528947,0.521451719503564,214
1341,14,54,3,108,34.4589032861646,0.521451719503564,224
1402,15,55,4,110,34.6276532858946,0.521451719503564,180
1422,14,57,3,114,34.6984866191145,0.515201719513564,196
1433,15,58,2,110,34.7214032857445,0.515201719513564,215
1450,14,56,3,106,34.7464032857045,0.515201719513564,208
1356,18,56,3,106,34.4984866194346,0.511035052853564,273
1410,14,56,2,113,34.6839032858045,0.511035052853564,221
1426,16,53,3,110,34.5901532859546,0.508951719523564,170
1641,18,56,18,80,34.8922366188044,0.508951719523564,334
1398,16,56,3,107,34.5609866193346,0.506868386193564,196
1469,13,56,5,105,34.7484866190345,0.506868386193564,170
1510,13,57,3,106,34.8276532855745,0.506868386193564,190
1525,14,58,5,104,34.8443199522145,0.506868386193564,241
1385,14,54,3,107,34.6109866192546,0.502701719533564,258
1372,13,55,4,107,34.6005699526046,0.500618386203564,199
1493,13,57,4,109,34.7630699523445,0.500618386203564,177
1235,11,56,3,111,34.3901532862747,0.498535052873564,267
1300,15,56,2,107,34.4714032861446,0.498535052873564,216
1444,15,56,3,110,34.7276532857345,0.496451719543564,186
1520,13,57,4,104,34.8505699522045,0.496451719543564,233
1555,15,55,2,103,34.8318199522345,0.494368386213564,160
1390,15,54,4,108,34.5443199526946,0.492285052883564,177
1437,14,54,4,107,34.6297366192246,0.492285052883564,180
1401,16,57,4,111,34.6755699524845,0.492285052883564,184
1437,14,54,4,107,34.6318199525546,0.490201719553564,165
1545,16,55,3,104,34.8526532855345,0.490201719553564,221
1367,18,56,4,106,34.5651532859946,0.488118386223564,217
1394,13,55,3,108,34.5901532859546,0.488118386223564,179
1368,12,56,5,108,34.6026532859346,0.488118386223564,217
1518,14,56,5,104,34.8130699522645,0.488118386223564,196
1437,14,54,4,107,34.6297366192246,0.486035052893564,168
1570,17,55,6,90,34.8839032854844,0.486035052893564,238
1442,12,56,2,110,34.7193199524145,0.483951719563564,178
1333,16,54,6,105,34.5109866194146,0.481868386233564,228
1529,13,54,3,103,34.7776532856545,0.481868386233564,165
1621,16,58,2,89,34.8964032854644,0.481868386233564,240
1626,16,58,3,85,34.9068199521144,0.479785052903564,275
1279,14,56,3,112,34.4526532861747,0.477701719573564,199
1286,14,55,3,111,34.4547366195047,0.477701719573564,196
1384,18,56,3,105,34.5318199527146,0.475618386243564,191
